11.9,0.948905109,3.187347932
11.9,1.97080292,3.040389294
11.9,2.99270073,3.02676399
11.9,3.941605839,2.347445255
11.9,4.96350365,2.200486618
11.9,5.98540146,2.320194647
11.9,7.00729927,2.039902676
11.9,7.95620438,8.427250608
11.9,8.97810219,2.413625304
11.9,10,1.733333333
11.9,11.02189781,1.053041363
11.9,12.04379562,0.372749392
16.6,1.04292711,2.881014117
16.6,2.064726784,2.867569384
16.6,3.022183809,4.039181792
16.6,4.043983482,4.025737059
16.6,5.062902142,3.617593393
16.6,6.024200519,5.315471046
16.6,7.038317488,4.249495823
16.6,8.059156823,4.104484779
16.6,9.083837511,4.48573898
16.6,10.03841352,5.262652454
16.6,11.05445117,4.459809853
16.6,12.07625084,4.446365121
16.6,13.10669356,5.61701719
16.6,14.12849323,5.603572458
16.6,15.07730721,5.591088063
16.6,16.08374148,3.472582349
16.6,17.10073946,2.80130606
16.6,18.1215788,2.656295016
16.6,19.12513205,0
16.6,20,0
19.6,1.02189781,4.519708029
19.6,1.97080292,5.573722628
19.6,3.065693431,8.225790754
19.6,4.01459854,6.746472019
19.6,4.96350365,6.600486618
19.6,5.98540146,5.520194647
19.6,7.00729927,6.17323601
19.6,8.02919708,4.559610706
19.6,9.051094891,4.679318735
19.6,10,9.2
19.6,11.02189781,3.586374696
19.6,12.04379562,4.372749392
19.6,13.06569343,2.092457421
19.6,14.01459854,3.146472019
19.6,15.03649635,2.732846715
19.6,16.05839416,2.719221411
19.6,17.08029197,2.705596107
19.6,18.02919708,3.226277372
19.6,19.05109489,3.212652068
19.6,20.0729927,0
23.1,0.882352941,4.724264706
23.1,1.911764706,4.579140867
23.1,2.941176471,1.144543344
23.1,3.897058824,1.131965944
23.1,4.926470588,1.118421053
23.1,5.882352941,1.105843653
23.1,6.985294118,1.091331269
23.1,8.014705882,0.288312693
26.7,0.994647202,3.866666667
26.7,2.020437956,3.333333333
26.7,2.976155718,2.4
26.7,3.989294404,3.6
26.7,5.015085158,3.066666667
26.7,6.051581509,1.066666667
26.7,7.006326034,0.266666667
